Rank,Theme,Score (0-100),BG,FG,FG/BG Contrast,FG/BG SC-1.4.3/1.4.6 Level,Palette 0,P0 vs BG Contrast,P0 vs BG SC-1.4.3/1.4.6,Palette 1,P1 vs BG Contrast,P1 vs BG SC-1.4.3/1.4.6,Palette 2,P2 vs BG Contrast,P2 vs BG SC-1.4.3/1.4.6,Palette 3,P3 vs BG Contrast,P3 vs BG SC-1.4.3/1.4.6,Palette 4,P4 vs BG Contrast,P4 vs BG SC-1.4.3/1.4.6,Palette 5,P5 vs BG Contrast,P5 vs BG SC-1.4.3/1.4.6,Palette 6,P6 vs BG Contrast,P6 vs BG SC-1.4.3/1.4.6,Palette 7,P7 vs BG Contrast,P7 vs BG SC-1.4.3/1.4.6,Palette 8,P8 vs BG Contrast,P8 vs BG SC-1.4.3/1.4.6,Palette 9,P9 vs BG Contrast,P9 vs BG SC-1.4.3/1.4.6,Palette 10,P10 vs BG Contrast,P10 vs BG SC-1.4.3/1.4.6,Palette 11,P11 vs BG Contrast,P11 vs BG SC-1.4.3/1.4.6,Palette 12,P12 vs BG Contrast,P12 vs BG SC-1.4.3/1.4.6,Palette 13,P13 vs BG Contrast,P13 vs BG SC-1.4.3/1.4.6,Palette 14,P14 vs BG Contrast,P14 vs BG SC-1.4.3/1.4.6,Palette 15,P15 vs BG Contrast,P15 vs BG SC-1.4.3/1.4.6,Palette SC-1.4.3 AA Normal (>=4.5:1),Palette SC-1.4.3 AA Large (>=3:1),Palette SC-1.4.6 AAA Normal (>=7:1),Palette SC-1.4.6 AAA Large (>=4.5:1),Cursor Color,Cursor vs BG Contrast,Cursor vs BG SC-1.4.11 (>=3:1),Cursor Text Color,CursorTxt vs Cursor Contrast,CursorTxt vs Cursor SC-1.4.3/1.4.6,Selection BG,Selection FG,SelFG vs SelBG Contrast,SelFG vs SelBG SC-1.4.3/1.4.6,SelBG vs BG Contrast,SelBG vs BG SC-1.4.11 (>=3:1),Blue Light Index,Color Temperature (K),Palette Min DeltaE,Palette Hue StdDev (deg),APCA FG/BG (Lc),APCA Palette Body (|Lc|>=75),APCA Palette Large (|Lc|>=60)
251,GitHub Dark,50,#101216,#8B949E,6.10:1,AA,#000000,1.12:1,Fail,#F78166,7.40:1,AAA,#56D364,9.73:1,AAA,#E3B341,9.63:1,AAA,#6CA4F8,7.41:1,AAA,#DB61A2,5.57:1,AA,#2B7489,3.54:1,AA-Large,#FFFFFF,18.75:1,AAA,#4D4D4D,2.22:1,Fail,#F78166,7.40:1,AAA,#56D364,9.73:1,AAA,#E3B341,9.63:1,AAA,#6CA4F8,7.41:1,AAA,#DB61A2,5.57:1,AA,#2B7489,3.54:1,AA-Large,#FFFFFF,18.75:1,AAA,12/16,14/16,10/16,12/16,#C9D1D9,12.15:1,Pass,#101216,12.15:1,AAA,#3B5070,#FFFFFF,8.18:1,AAA,2.29:1,Fail,0.417,9096,0.00,119.44,-43.5,2/16,6/16
252,CGA,50,#000000,#AAAAAA,9.04:1,AAA,#000000,1.00:1,Fail,#AA0000,2.71:1,Fail,#00AA00,6.75:1,AA,#AA5500,4.01:1,AA-Large,#0D0DB7,1.76:1,Fail,#AA00AA,3.29:1,AA-Large,#00AAAA,7.33:1,AAA,#AAAAAA,9.04:1,AAA,#555555,2.82:1,Fail,#FF5555,6.68:1,AA,#55FF55,15.82:1,AAA,#FFFF55,19.69:1,AAA,#5555FF,4.13:1,AA-Large,#FF55FF,8.00:1,AAA,#55FFFF,17.13:1,AAA,#FFFFFF,21.00:1,AAA,9/16,12/16,7/16,9/16,#B8B8B8,10.59:1,Pass,#FFFFFF,1.98:1,Fail,#C1DEFF,#000000,15.16:1,AAA,15.16:1,Pass,0.333,0,24.84,114.01,-56.2,4/16,4/16
253,Sea Shells,50,#09141B,#DEB88D,10.06:1,AAA,#17384C,1.51:1,Fail,#D15123,4.36:1,AA-Large,#027C9B,3.87:1,AA-Large,#FCA02F,9.05:1,AAA,#1E4950,1.88:1,Fail,#68D4F1,10.89:1,AAA,#50A3B5,6.43:1,AA,#DEB88D,10.06:1,AAA,#434B53,2.10:1,Fail,#D48678,6.63:1,AA,#628D98,5.13:1,AA,#FDD39F,13.30:1,AAA,#1BBCDD,8.23:1,AAA,#BBE3EE,13.60:1,AAA,#87ACB4,7.62:1,AAA,#FEE4CE,15.26:1,AAA,11/16,13/16,8/16,11/16,#FCA02F,9.05:1,Pass,#08131A,9.13:1,AAA,#1E4962,#FEE4CE,7.87:1,AAA,1.94:1,Fail,0.530,16883,10.74,93.42,-67.1,3/16,6/16
254,Wez,50,#000000,#B3B3B3,10.02:1,AAA,#000000,1.00:1,Fail,#CC5555,5.00:1,AA,#55CC55,10.15:1,AAA,#CDCD55,12.46:1,AAA,#5555CC,3.56:1,AA-Large,#CC55CC,5.74:1,AA,#7ACACA,11.13:1,AAA,#CCCCCC,13.08:1,AAA,#555555,2.82:1,Fail,#FF5555,6.68:1,AA,#55FF55,15.82:1,AAA,#FFFF55,19.69:1,AAA,#5555FF,4.13:1,AA-Large,#FF55FF,8.00:1,AAA,#55FFFF,17.13:1,AAA,#FFFFFF,21.00:1,AAA,12/16,14/16,9/16,12/16,#53AE71,7.66:1,Pass,#000000,7.66:1,AAA,#4D52F8,#000000,3.88:1,AA-Large,3.88:1,Pass,0.333,0,17.95,112.92,-61.2,5/16,8/16
255,Pandora,50,#141E43,#E1E1E1,12.39:1,AAA,#000000,1.30:1,Fail,#FF4242,4.71:1,AA,#74AF68,6.23:1,AA,#FFAD29,8.69:1,AAA,#338F86,4.18:1,AA-Large,#9414E6,2.70:1,Fail,#23D7D7,9.08:1,AAA,#E2E2E2,12.50:1,AAA,#3F5648,2.03:1,Fail,#FF3242,4.46:1,AA-Large,#74CD68,8.23:1,AAA,#FFB929,9.43:1,AAA,#23D7D7,9.08:1,AAA,#FF37FF,5.59:1,AA,#00EDE1,10.95:1,AAA,#FFFFFF,16.20:1,AAA,11/16,13/16,8/16,11/16,#43D58E,8.60:1,Pass,#FFFFFF,1.88:1,Fail,#2D37FF,#82E0FF,4.53:1,AA,2.39:1,Fail,0.737,1000,0.00,88.71,-86.2,3/16,8/16
256,Seti,50,#111213,#CACECD,11.81:1,AAA,#323232,1.46:1,Fail,#C22832,3.25:1,AA-Large,#8EC43D,9.03:1,AAA,#E0C64F,11.04:1,AAA,#43A5D5,6.77:1,AA,#8B57B5,3.69:1,AA-Large,#8EC43D,9.03:1,AAA,#EEEEEE,16.16:1,AAA,#3F3F3F,1.78:1,Fail,#C22832,3.25:1,AA-Large,#8EC43D,9.03:1,AAA,#E0C64F,11.04:1,AAA,#43A5D5,6.77:1,AA,#8B57B5,3.69:1,AA-Large,#8EC43D,9.03:1,AAA,#FFFFFF,18.75:1,AAA,10/16,14/16,8/16,10/16,#E3BF21,10.48:1,Pass,#AD8B00,1.81:1,Fail,#303233,#CACECD,8.11:1,AAA,1.46:1,Fail,0.358,7160,0.00,81.50,-75.8,2/16,8/16
257,Gruvbox Dark Hard,49,#1D2021,#EBDBB2,11.95:1,AAA,#1D2021,1.00:1,Fail,#CC241D,3.00:1,Fail,#98971A,5.29:1,AA,#D79921,6.61:1,AA,#458588,3.88:1,AA-Large,#B16286,3.87:1,AA-Large,#689D6A,5.17:1,AA,#A89984,5.90:1,AA,#928374,4.47:1,AA-Large,#FB4934,4.77:1,AA,#B8BB26,7.94:1,AAA,#FABD2F,9.67:1,AAA,#83A598,6.09:1,AA,#D3869B,5.98:1,AA,#8EC07C,7.79:1,AAA,#EBDBB2,11.95:1,AAA,11/16,14/16,4/16,11/16,#EBDBB2,11.95:1,Pass,#1D2021,11.95:1,AAA,#665C54,#EBDBB2,4.75:1,AA,2.52:1,Fail,0.363,7380,8.84,65.26,-83.3,1/16,3/16
258,Mellifluous,49,#1A1A1A,#DADADA,12.45:1,AAA,#1A1A1A,1.00:1,Fail,#D29393,6.91:1,AA,#B3B393,8.11:1,AAA,#CBAA89,8.00:1,AAA,#A8A1BE,7.05:1,AAA,#B39FB0,7.05:1,AAA,#C0AF8C,8.08:1,AAA,#DADADA,12.45:1,AAA,#5B5B5B,2.56:1,Fail,#C95954,4.18:1,AA-Large,#828040,4.24:1,AA-Large,#A6794C,4.53:1,AA,#5A6599,3.11:1,AA-Large,#9C6995,4.03:1,AA-Large,#74A39E,6.20:1,AA,#FFFFFF,17.40:1,AAA,10/16,14/16,7/16,10/16,#BFAD9E,8.03:1,Pass,#1A1A1A,8.03:1,AAA,#2D2D2D,#C0AF8C,6.40:1,AA,1.26:1,Fail,0.333,6503,6.75,93.77,-82.8,2/16,2/16
259,Hot Dog Stand (Mustard),49,#FFFF54,#000000,19.68:1,AAA,#000000,19.68:1,AAA,#EA3323,3.94:1,AA-Large,#EA3323,3.94:1,AA-Large,#EA3323,3.94:1,AA-Large,#000000,19.68:1,AAA,#EA3323,3.94:1,AA-Large,#000000,19.68:1,AAA,#B9B9B9,1.84:1,Fail,#000000,19.68:1,AAA,#EA3323,3.94:1,AA-Large,#EA3323,3.94:1,AA-Large,#EA3323,3.94:1,AA-Large,#000000,19.68:1,AAA,#EA3323,3.94:1,AA-Large,#000000,19.68:1,AAA,#C6C6C6,1.60:1,Fail,6/16,14/16,6/16,6/16,#EA3323,3.94:1,Pass,#FFFF54,3.94:1,AA-Large,#EA3323,#FFFFFF,4.20:1,AA-Large,3.94:1,Pass,0.042,4049,0.00,44.19,101.7,6/16,14/16
260,Neutron,49,#1C1E22,#E6E8EF,13.63:1,AAA,#23252B,1.09:1,Fail,#B54036,2.98:1,Fail,#5AB977,6.87:1,AA,#DEB566,8.67:1,AAA,#6A7C93,3.91:1,AA-Large,#A4799D,4.61:1,AA,#3F94A8,4.78:1,AA,#E6E8EF,13.63:1,AAA,#494B51,1.91:1,Fail,#B54036,2.98:1,Fail,#5AB977,6.87:1,AA,#DEB566,8.67:1,AAA,#6A7C93,3.91:1,AA-Large,#A4799D,4.61:1,AA,#3F94A8,4.78:1,AA,#EBEDF2,14.25:1,AAA,10/16,12/16,4/16,10/16,#F6F7EC,15.45:1,Pass,#B7B8A8,1.86:1,Fail,#2F363E,#7D8FA4,3.69:1,AA-Large,1.37:1,Fail,0.394,8208,0.00,93.12,-91.2,2/16,4/16
261,Apple System Colors Light,49,#FEFFFF,#000000,20.96:1,AAA,#1A1A1A,17.37:1,AAA,#CC372E,5.05:1,AA,#26A439,3.25:1,AA-Large,#CDAC08,2.21:1,Fail,#0869CB,5.38:1,AA,#9647BF,5.31:1,AA,#479EC2,3.02:1,AA-Large,#98989D,2.87:1,Fail,#464646,9.42:1,AAA,#FF453A,3.40:1,AA-Large,#32D74B,1.91:1,Fail,#E5BC00,1.82:1,Fail,#0A84FF,3.64:1,AA-Large,#BF5AF2,3.52:1,AA-Large,#69C9F2,1.87:1,Fail,#FFFFFF,1.00:1,Fail,5/16,10/16,2/16,5/16,#98989D,2.87:1,Fail,#FFFFFF,2.87:1,Fail,#ABD8FF,#000000,14.00:1,AAA,1.50:1,Fail,0.334,6537,9.42,124.43,105.9,4/16,7/16
262,Havn Skumring,49,#111522,#D6DBEB,13.16:1,AAA,#252C47,1.33:1,Fail,#EA563E,5.11:1,AA,#6EAD7B,6.87:1,AA,#F8B330,9.95:1,AAA,#596CF7,4.26:1,AA-Large,#7C719E,4.08:1,AA-Large,#D588C1,7.04:1,AAA,#DCE0EE,13.81:1,AAA,#38425C,1.82:1,Fail,#D17264,5.46:1,AA,#8C9E8F,6.41:1,AA,#EAC58C,11.15:1,AAA,#5186CB,4.87:1,AA,#9B7CEE,5.64:1,AA,#D17AB6,6.21:1,AA,#FFF6E1,16.91:1,AAA,12/16,14/16,5/16,12/16,#277A6F,3.55:1,Pass,#E0E4F3,4.04:1,AA-Large,#2B514B,#DCE0EF,6.70:1,AA,2.06:1,Fail,0.550,24883,5.74,88.79,-84.0,2/16,4/16
263,Cyberpunk Scarlet Protocol,49,#101116,#E41951,4.09:1,AA-Large,#101116,1.00:1,Fail,#FF0051,4.82:1,AA,#01DC84,10.39:1,AAA,#FAF945,16.79:1,AAA,#0271B6,3.63:1,AA-Large,#C930C7,4.25:1,AA-Large,#00C5C7,8.81:1,AAA,#C7C7C7,11.15:1,AAA,#686868,3.38:1,AA-Large,#FF6E67,6.89:1,AA,#60FA68,13.80:1,AAA,#FFFC67,17.39:1,AAA,#6871FF,4.84:1,AA,#BD35EC,4.39:1,AA-Large,#60FDFF,15.26:1,AAA,#FFFFFF,18.85:1,AAA,11/16,15/16,8/16,11/16,#76FF9F,14.88:1,Pass,#A6A6A6,1.92:1,Fail,#C1DEFF,#000000,15.16:1,AAA,13.61:1,Pass,0.427,9478,11.34,107.50,-31.3,5/16,8/16
264,Subliminal,49,#282C35,#D4D4D4,9.43:1,AAA,#7F7F7F,3.49:1,AA-Large,#E15A60,3.88:1,AA-Large,#A9CFA4,8.09:1,AAA,#FFE2A9,11.12:1,AAA,#6699CC,4.66:1,AA,#F1A5AB,7.13:1,AAA,#5FB3B3,5.72:1,AA,#D4D4D4,9.43:1,AAA,#7F7F7F,3.49:1,AA-Large,#E15A60,3.88:1,AA-Large,#A9CFA4,8.09:1,AAA,#FFE2A9,11.12:1,AAA,#6699CC,4.66:1,AA,#F1A5AB,7.13:1,AAA,#5FB3B3,5.72:1,AA,#D4D4D4,9.43:1,AAA,12/16,16/16,8/16,12/16,#C7C7C7,8.27:1,Pass,#8C8C8C,1.99:1,Fail,#484E5B,#FFFFFF,8.35:1,AAA,1.68:1,Fail,0.434,9909,0.00,87.59,-76.3,4/16,8/16
265,Highway,48,#222225,#EDEDED,13.55:1,AAA,#000000,1.32:1,Fail,#D00E18,2.84:1,Fail,#138034,3.15:1,AA-Large,#FFCB3E,10.47:1,AAA,#006BB3,2.84:1,Fail,#783482,1.97:1,Fail,#455271,2.04:1,Fail,#EDEDED,13.55:1,AAA,#5D504A,2.05:1,Fail,#F07E18,5.82:1,AA,#B1D130,9.09:1,AAA,#FFF120,13.49:1,AAA,#4FC2FD,7.91:1,AAA,#DE0071,3.28:1,AA-Large,#5D504A,2.05:1,Fail,#FFFFFF,15.87:1,AAA,7/16,9/16,6/16,7/16,#E0D9B9,11.18:1,Pass,#1F192A,12.02:1,AAA,#384564,#EDEDED,8.14:1,AAA,1.66:1,Fail,0.366,7244,0.00,92.97,-93.7,4/16,6/16
266,Zenbones,48,#F0EDEC,#2C363C,10.61:1,AAA,#F0EDEC,1.00:1,Fail,#A8334C,5.56:1,AA,#4F6C31,5.12:1,AA,#944927,5.56:1,AA,#286486,5.54:1,AA,#88507D,5.17:1,AA,#3B8992,3.48:1,AA-Large,#2C363C,10.61:1,AAA,#B5A7A0,2.00:1,Fail,#94253E,6.95:1,AA,#3F5A22,6.69:1,AA,#803D1C,6.93:1,AA,#1D5573,6.94:1,AA,#7B3B70,6.67:1,AA,#2B747C,4.63:1,AA,#4F5E68,5.75:1,AA,13/16,14/16,1/16,13/16,#2C363C,10.61:1,Pass,#F0EDEC,10.61:1,AAA,#CBD9E3,#2C363C,8.57:1,AAA,1.24:1,Fail,0.328,6356,6.37,117.59,87.8,6/16,13/16
267,Zenbones Light,48,#F0EDEC,#2C363C,10.61:1,AAA,#F0EDEC,1.00:1,Fail,#A8334C,5.56:1,AA,#4F6C31,5.12:1,AA,#944927,5.56:1,AA,#286486,5.54:1,AA,#88507D,5.17:1,AA,#3B8992,3.48:1,AA-Large,#2C363C,10.61:1,AAA,#B5A7A0,2.00:1,Fail,#94253E,6.95:1,AA,#3F5A22,6.69:1,AA,#803D1C,6.93:1,AA,#1D5573,6.94:1,AA,#7B3B70,6.67:1,AA,#2B747C,4.63:1,AA,#4F5E68,5.75:1,AA,13/16,14/16,1/16,13/16,#2C363C,10.61:1,Pass,#F0EDEC,10.61:1,AAA,#CBD9E3,#2C363C,8.57:1,AAA,1.24:1,Fail,0.328,6356,6.37,117.59,87.8,6/16,13/16
268,Afterglow,48,#212121,#D0D0D0,10.44:1,AAA,#151515,1.13:1,Fail,#AC4142,2.75:1,Fail,#7E8E50,4.50:1,AA,#E5B567,8.54:1,AAA,#6C99BB,5.30:1,AA,#9F4E85,2.99:1,Fail,#7DD6CF,9.50:1,AAA,#D0D0D0,10.44:1,AAA,#505050,2.00:1,Fail,#AC4142,2.75:1,Fail,#7E8E50,4.50:1,AA,#E5B567,8.54:1,AAA,#6C99BB,5.30:1,AA,#9F4E85,2.99:1,Fail,#7DD6CF,9.50:1,AAA,#F5F5F5,14.77:1,AAA,10/16,10/16,6/16,10/16,#D0D0D0,10.44:1,Pass,#151515,11.84:1,AAA,#303030,#D0D0D0,8.56:1,AAA,1.22:1,Fail,0.333,6503,0.00,91.61,-75.8,2/16,6/16
269,Zenwritten Light,48,#EEEEEE,#353535,10.57:1,AAA,#EEEEEE,1.00:1,Fail,#A8334C,5.58:1,AA,#4F6C31,5.14:1,AA,#944927,5.58:1,AA,#286486,5.56:1,AA,#88507D,5.19:1,AA,#3B8992,3.49:1,AA-Large,#353535,10.57:1,AAA,#ACA9A9,2.01:1,Fail,#94253E,6.98:1,AA,#3F5A22,6.71:1,AA,#803D1C,6.96:1,AA,#1D5573,6.96:1,AA,#7B3B70,6.70:1,AA,#2B747C,4.65:1,AA,#5C5C5C,5.76:1,AA,13/16,14/16,1/16,13/16,#353535,10.57:1,Pass,#EEEEEE,10.57:1,AAA,#D7D7D7,#353535,8.52:1,AAA,1.24:1,Fail,0.333,6503,6.37,127.17,87.9,6/16,13/16
270,Dayfox,48,#F6F2EE,#3D2B5A,11.15:1,AAA,#352C24,12.27:1,AAA,#A5222F,6.57:1,AA,#396847,5.81:1,AA,#AC5402,4.69:1,AA,#2848A9,7.28:1,AAA,#6E33CE,6.23:1,AA,#287980,4.56:1,AA,#BFB6AE,1.79:1,Fail,#534C45,7.58:1,AAA,#B3434E,4.92:1,AA,#577F63,4.08:1,AA-Large,#B86E28,3.56:1,AA-Large,#4863B6,5.05:1,AA,#8452D5,4.54:1,AA,#488D93,3.42:1,AA-Large,#F4ECE6,1.05:1,Fail,11/16,14/16,3/16,11/16,#3D2B5A,11.15:1,Pass,#F6F2EE,11.15:1,AAA,#E7D2BE,#3D2B5A,8.49:1,AAA,1.31:1,Fail,0.321,6213,8.25,95.94,90.7,5/16,12/16
271,Monokai Soda,48,#1A1A1A,#C4C5B5,9.95:1,AAA,#1A1A1A,1.00:1,Fail,#F4005F,4.15:1,AA-Large,#98E024,10.79:1,AAA,#FA8419,6.94:1,AA,#9D65FF,4.76:1,AA,#F4005F,4.15:1,AA-Large,#58D1EB,9.73:1,AAA,#C4C5B5,9.95:1,AAA,#625E4C,2.67:1,Fail,#F4005F,4.15:1,AA-Large,#98E024,10.79:1,AAA,#E0D561,11.49:1,AAA,#9D65FF,4.76:1,AA,#F4005F,4.15:1,AA-Large,#58D1EB,9.73:1,AAA,#F6F6EF,16.03:1,AAA,10/16,14/16,7/16,10/16,#F6F7EC,16.11:1,Pass,#B7B8A8,1.86:1,Fail,#343434,#C4C5B5,7.11:1,AAA,1.40:1,Fail,0.333,6503,0.00,87.78,-69.4,2/16,7/16
272,Spacegray Eighties,48,#222222,#BDBAAE,8.18:1,AAA,#15171C,1.13:1,Fail,#EC5F67,4.85:1,AA,#81A764,5.79:1,AA,#FEC254,9.89:1,AAA,#5486C0,4.20:1,AA-Large,#BF83C1,5.48:1,AA,#57C2C1,7.49:1,AAA,#EFECE7,13.50:1,AAA,#555555,2.13:1,Fail,#FF6973,5.70:1,AA,#93D493,9.15:1,AAA,#FFD256,11.07:1,AAA,#4D84D1,4.19:1,AA-Large,#FF55FF,6.06:1,AA,#83E9E4,11.17:1,AAA,#FFFFFF,15.91:1,AAA,12/16,14/16,7/16,12/16,#BBBBBB,8.29:1,Pass,#FFFFFF,1.92:1,Fail,#272E35,#FFFFFF,13.74:1,AAA,1.16:1,Fail,0.333,6503,5.61,120.19,-62.6,4/16,6/16
273,Vimbones,48,#F0F0CA,#353535,10.53:1,AAA,#F0F0CA,1.00:1,Fail,#A8334C,5.56:1,AA,#4F6C31,5.12:1,AA,#944927,5.56:1,AA,#286486,5.53:1,AA,#88507D,5.16:1,AA,#3B8992,3.48:1,AA-Large,#353535,10.53:1,AAA,#ACAC89,2.00:1,Fail,#94253E,6.95:1,AA,#3F5A22,6.68:1,AA,#803D1C,6.93:1,AA,#1D5573,6.93:1,AA,#7B3B70,6.67:1,AA,#2B747C,4.63:1,AA,#5C5C5C,5.74:1,AA,13/16,14/16,1/16,13/16,#353535,10.53:1,Pass,#F0F0CA,10.53:1,AAA,#D7D7D7,#353535,8.52:1,AAA,1.24:1,Fail,0.253,5354,6.37,108.05,87.6,6/16,13/16
274,Wilmersdorf,48,#282B33,#C6C6C6,8.29:1,AAA,#34373E,1.19:1,Fail,#E06383,4.23:1,AA-Large,#7EBEBD,6.73:1,AA,#CCCCCC,8.81:1,AAA,#A6C1E0,7.63:1,AAA,#E1C1EE,8.81:1,AAA,#5B94AB,4.23:1,AA-Large,#ABABAB,6.16:1,AA,#50545D,1.87:1,Fail,#FA7193,5.29:1,AA,#8FD7D6,8.67:1,AAA,#D1DFFF,10.59:1,AAA,#B2CFF0,8.81:1,AAA,#EFCCFD,9.93:1,AAA,#69ABC5,5.55:1,AA,#D3D3D3,9.46:1,AAA,12/16,14/16,8/16,12/16,#7EBEBD,6.73:1,Pass,#1F2024,7.74:1,AAA,#1F2024,#C6C6C6,9.53:1,AAA,1.15:1,Fail,0.422,9296,2.51,70.27,-68.1,3/16,8/16
275,Aardvark Blue,48,#102040,#DDDDDD,11.87:1,AAA,#191919,1.09:1,Fail,#AA342E,2.49:1,Fail,#4B8C0F,3.88:1,AA-Large,#DBBA00,8.47:1,AAA,#1370D3,3.29:1,AA-Large,#C43AC3,3.64:1,AA-Large,#008EB0,4.22:1,AA-Large,#BEBEBE,8.67:1,AAA,#525252,2.06:1,Fail,#F05B50,4.85:1,AA,#95DC55,9.71:1,AAA,#FFE763,12.94:1,AAA,#60A4EC,6.16:1,AA,#E26BE2,5.71:1,AA,#60B6CB,6.95:1,AA,#F7F7F7,15.05:1,AAA,9/16,13/16,5/16,9/16,#007ACC,3.57:1,Pass,#BFDBFE,3.17:1,AA-Large,#BFDBFE,#000000,14.78:1,AAA,11.35:1,Pass,0.723,1000,15.52,102.20,-83.6,2/16,5/16
276,Man Page,48,#FEF49C,#000000,18.63:1,AAA,#000000,18.63:1,AAA,#CC0000,5.22:1,AA,#00A600,2.89:1,Fail,#999900,2.70:1,Fail,#0000B2,11.34:1,AAA,#B200B2,5.27:1,AA,#00A6B2,2.63:1,Fail,#B2B2B2,1.88:1,Fail,#666666,5.10:1,AA,#E50000,4.30:1,AA-Large,#00CC00,1.93:1,Fail,#BFBF00,1.75:1,Fail,#0000FF,7.62:1,AAA,#E500E5,3.41:1,AA-Large,#00CBCB,1.79:1,Fail,#E5E5E5,1.12:1,Fail,6/16,8/16,3/16,6/16,#7F7F7F,3.55:1,Pass,#000000,5.24:1,AA,#A4C9CD,#000000,11.81:1,AAA,1.58:1,Fail,0.149,4386,9.62,109.57,97.9,3/16,7/16
277,Elegant,48,#292B31,#CED2D6,9.31:1,AAA,#0A1222,1.32:1,Fail,#FF0257,3.64:1,AA-Large,#85CC95,7.46:1,AAA,#FFCB8B,9.55:1,AAA,#8DABE1,6.09:1,AA,#C792EB,5.89:1,AA,#78CCF0,7.88:1,AAA,#FFFFFF,14.15:1,AAA,#575656,1.93:1,Fail,#FF0057,3.63:1,AA-Large,#85CC95,7.46:1,AAA,#FFCB8B,9.55:1,AAA,#8DABE1,6.09:1,AA,#C792EB,5.89:1,AA,#3FACEF,5.63:1,AA,#FFFFFF,14.15:1,AAA,12/16,14/16,7/16,12/16,#00BEFF,6.61:1,Pass,#FFFFFF,2.14:1,Fail,#D5D5D5,#144385,6.59:1,AA,9.64:1,Pass,0.399,8335,0.00,120.48,-74.9,4/16,7/16
278,Zenbones Dark,47,#1C1917,#B4BDC3,9.17:1,AAA,#1C1917,1.00:1,Fail,#DE6E7C,5.52:1,AA,#819B69,5.68:1,AA,#B77E64,5.15:1,AA,#6099C0,5.68:1,AA,#B279A7,5.15:1,AA,#66A5AD,6.29:1,AA,#B4BDC3,9.17:1,AAA,#4D4540,1.87:1,Fail,#E8838F,6.72:1,AA,#8BAE68,6.96:1,AA,#D68C67,6.50:1,AA,#61ABDA,6.95:1,AA,#CF86C1,6.52:1,AA,#65B8C1,7.64:1,AAA,#888F94,5.33:1,AA,14/16,14/16,2/16,14/16,#C4CACF,10.57:1,Pass,#1C1917,10.57:1,AAA,#3D4042,#B4BDC3,5.48:1,AA,1.67:1,Fail,0.287,5434,7.97,124.08,-64.8,0/16,1/16
279,Zenwritten Dark,47,#191919,#BBBBBB,9.16:1,AAA,#191919,1.00:1,Fail,#DE6E7C,5.55:1,AA,#819B69,5.71:1,AA,#B77E64,5.18:1,AA,#6099C0,5.71:1,AA,#B279A7,5.18:1,AA,#66A5AD,6.32:1,AA,#BBBBBB,9.16:1,AAA,#4A4546,1.87:1,Fail,#E8838F,6.76:1,AA,#8BAE68,6.99:1,AA,#D68C67,6.54:1,AA,#61ABDA,6.99:1,AA,#CF86C1,6.56:1,AA,#65B8C1,7.69:1,AAA,#8E8E8E,5.37:1,AA,14/16,14/16,2/16,14/16,#C9C9C9,10.62:1,Pass,#191919,10.62:1,AAA,#404040,#BBBBBB,5.40:1,AA,1.70:1,Fail,0.333,6503,7.97,132.17,-64.5,0/16,1/16
280,Electron Highlighter,47,#23283D,#A5B6D4,7.10:1,AAA,#15161F,1.24:1,Fail,#FF6C8D,5.40:1,AA,#00FFC3,11.16:1,AAA,#FFD7A9,10.78:1,AAA,#77ABFF,6.28:1,AA,#DAA4F4,7.35:1,AAA,#00FDFF,11.44:1,AAA,#778FAF,4.39:1,AA-Large,#4A6789,2.49:1,Fail,#FF6C8D,5.40:1,AA,#00FFC3,11.16:1,AAA,#FFD7A9,10.78:1,AAA,#77ABFF,6.28:1,AA,#DAA4F4,7.35:1,AAA,#00FDFF,11.44:1,AAA,#C3CEE2,9.18:1,AAA,13/16,14/16,9/16,13/16,#A5B6D4,7.10:1,Pass,#1A1B27,8.33:1,AAA,#25345A,#A5B6D4,5.96:1,AA,1.19:1,Fail,0.551,25000,0.00,85.82,-58.7,6/16,9/16
281,Adventure Time,47,#1F1D45,#F8DCC0,12.11:1,AAA,#050404,1.29:1,Fail,#BD0013,2.40:1,Fail,#4AB118,5.75:1,AA,#E7741E,5.24:1,AA,#0F4AC6,2.13:1,Fail,#665993,2.59:1,Fail,#70A598,5.70:1,AA,#F8DCC0,12.11:1,AAA,#4E7CBF,3.76:1,AA-Large,#FC5F5A,5.25:1,AA,#9EFF6E,12.87:1,AAA,#EFC11A,9.33:1,AAA,#1997C6,4.76:1,AA,#9B5953,2.99:1,Fail,#C8FAF4,13.97:1,AAA,#F6F5FB,14.68:1,AAA,10/16,11/16,5/16,10/16,#EFBF38,9.23:1,Pass,#08080A,11.61:1,AAA,#706B4E,#F3D9C4,3.98:1,AA-Large,2.96:1,Fail,0.696,1000,18.50,108.59,-85.7,4/16,5/16
